Toolbar Name,Description,Label,Children,Property Key,Property Value
taskListToolbar,任务列表,basic.common.toolbar.taskListToolbar,checkInCommand|checkOutCommand|sysDefaultOtherCommandToolBar,,
toolbarpurchase,任务列表,basic.common.toolbar.toolbarpurchase,checkInCommand|checkOutCommand|sysDefaultOtherCommandToolBar,,
ItemManagerTestToolbar,物料管理,basic.common.toolbar.ItemManagerTestToolbar,newCommand|searchText|searchType|searchCommand|FilterCommand|searchTypeCode|sysDefaultOtherCommandToolBar,align|reviseIndex,left|4
ItemManagerToolbar,物料管理,basic.common.toolbar.ItemManagerToolbar,newCommand|searchText|sysDefaultOtherCommandToolBar,align|reviseIndex,left|2
sysDefaultOtherCommandToolBar,其他,common.toolbar.sysInstanceMoreOperationToolbar,sysExportAllCommand_|sysPasteCommand,nzIcon,bars
sysRelationDefaultOtherCommandToolBar,其他,common.toolbar.sysInstanceMoreOperationToolbar,sysExportAllCommand_|sysRelationPasteChildNodeCommand,nzIcon,bars
ItemManagerTableOptionToolBar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,checkInCommand|sysDeleteCommand|sysCopyObjectCommand|sysCopyNewCommand|ItemManagerTableOptionOthersToolBar,,
ItemManagerTableOptionOthersToolBar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysPasteFolderCommand|sysModifyFolderCommand|sysFolderPermissionsCommand_|sysPermissonModifyOwnerCommand|sysCopyNewFolderCommand|sysCopyNewCommand|checkInCommand|checkOutCommand|sysDonwloadCommand|sysERPOptionCommand|workbenchCancelCheckOutCommand|sysCheckOutTransferCommand|sysDownloadPicCommand_|sysTransferFileCommand,masterStyle,link
ItemManagerTableFloatOptionToolBar,悬浮操作,basic.common.toolbar.ItemManagerTableFloatOptionToolBar,sysfloatCheckInCommand|sysfloatCheckOutCommand|sysfloatCancelCheckOutCommand|sysfloatCheckOutTransferCommand|sysfloatDeleteCommand|sysCopyObjectCommand|ItemManagerTableFloatOptionOthersToolBar_,,
ItemManagerTableFloatOptionOthersToolBar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysExportERPCommand_,masterStyle,link
sysInstanceDetailToolbar,详细信息,basic.common.toolbar.sysInstanceDetailToolbar,sysCheckInCommand|sysCheckOutCommand|sysInstanceSaveCommand|sysStartWFCommand|sysInstanceDetailOthersToolbar,align|reviseIndex,left|4
sysInstanceDetailOthersToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysInstanceSaveAsCommand|sysInstanceDeleteCommand|sysCancelCheckOutCommand|sysNewRevisionCommand|insEditReplaceSubstituteCommand|sysCheckOutTransferCommand|sysExportERPCommand_|insTransFileCommand_|insViewSubstituteCommand_|sysModifyOwnerCommand|insIterationCommand|sysCopyObjectCommand|sysInstanceFileTransToolbar_|sysOpenECRCommand|sysOpenECNCommand|sysInstanceViewCommand|sysCreateBOMCommand|openDesignCommand,visiableExpression|nzIcon|trigger|visiableURL,$GUID$|unordered-list|hover|/Queue/ITransformService/listTransConfig?GUID$=$GUID$&CLASSGUID$=$CLASSGUID$&CLASSNAME$=$CLASSNAME$
sysReplaceSchemeFormDetailToolbar,替代方案详细信息,basic.common.toolbar.sysReplaceSchemeFormDetailToolbar,sysNewOutReplaceDetailFormCheckInCommand_|sysNewOutReplaceDetailFormCheckOutCommand_|sysNewOutReplaceFormCancelCheckOutCommand_|sysNewOutReplaceFormSaveCommand
sysRepSchDetailStateRightToolbar,替代方案详细操作(右),basic.common.toolbar.sysRepSchDetailStateRightToolbar,sysOutStartWFCommand|sysRepSchDetailOthersToolbar,,
sysRepSchDetailOthersToolbar,替代方案更多,common.toolbar.sysInstanceMoreOperationToolbar,sysOutReplaceSaveAsCommand|sysOutReplaceCheckOutTransferCommand_|sysOutRRSolutionDeleteCommand|sysOutReplaceChangeOwnerCommand|insIterationCommand_,visiableExpression|nzIcon|trigger,$GUID$|unordered-list|hover
sysSubItemGroupNewToolbar,新增替代物料组表格,新增替代物料组表格,sysAllItemSearchCommand|sysAllItemsGlobalSearchCommand,align|reviseIndex,right|2
sysInstanceRelatedToolbar,关联,basic.common.toolbar.sysInstanceRelatedToolbar,exportCommand|checkOutCommand,,
sysInstanceReferencedToolbar,使用情况,basic.common.toolbar.sysInstanceReferencedToolbar,exportCommand|checkOutCommand,,
sysInstanceWorkflowToolbar,工作流,basic.common.toolbar.sysInstanceWorkflowToolbar,sysInsWorkflowOpenCommand,,
sysRestrictedSubstanceOperationToolbar,限用物质管制表,basic.common.toolbar.sysRestrictedSubstanceToolbar,sysRestrictedSubstanceEditCommand|sysRestrictedSubstanceDeleteCommand,,
sysInstanceRevisionToolbar,版本,basic.common.toolbar.sysInstanceRevisionToolbar,sysInsOpenCommand,,
sysInstanceECToolbar,工程变更,basic.common.toolbar.sysInstanceECToolbar,exportCommand|checkOutCommand,,
sysInstanceBOMTableOptionMoreToolBar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysBOMEditCancelCommand|sysReplaceViewCommand_|sysReplaceSettingCommand|sysBRSReplaceApplyForCmmand|sysCopyObjectCommand|sysBOMExportCommand|sysBOMBatchDownloadCommand|_sysSupersedeSettingCommand|sysBOMRefreshSeqCommand|_sysBomForkDerCommand|_sysSupersedeSettingCommand|sysMaintenanceProductCreateTaskCommand|sysBomCompareCommand,masterStyle,link
sysInstanceBOMToolbar,BOM,basic.common.toolbar.sysInstanceBOMToolbar,sysCADToBOMCommand_|sysBOMImportCommand|sysBOMRefreshCommand,align|reviseIndex,left|3
sysInstanceBOMOperationToolbar,BOM操作列,basic.common.toolbar.sysInstanceBOMOperationToolbar,sysBOMEditCommand|sysBOMEditCompletedCommand|sysBomCutCommand|sysRemoveEnd2BOMCommand|sysInstanceBOMTableOptionMoreToolBar,,
sysInstanceBOMFloatToolbar,BOM浮动,,sysBatchCopyObjectCommand|sysBomBatchCutCommand|sysBOMBatchRemoveEnd2Command|sysMaintenanceProductCreateBatchTaskCommand,,
sysInstanceBOMFloatMoreToolBar,浮动其他,common.toolbar.sysInstanceMoreOperationToolbar,sysReplaceSettingBatchCommand,masterStyle,link
sysModelStructureOperationToolbar,模型结构,,sysModelPreviewCommand|sysCopyObjectCommand,,
sysModelStructureWithNoPreviewOperationToolbar,模型结构(无预览),,sysCopyObjectCommand,,
sysWorkbenchApproveToolbar,待我审签,basic.common.toolbar.sysWorkbenchApproveToolbar,,,
sysWorkbenchTodoToolbar,工作台,basic.common.toolbar.sysWorkbenchToolbar,sysWorkbenchTaskListCommand,align|reviseIndex,left|2
sysWorkbenchTodoNewToolbar,待办任务,basic.common.toolbar.sysWorkbenchToolbar,sysWorkbenchTaskListNewCommand,align|reviseIndex,left|2
sysWorkbenchProjectTaskToolbar,项目任务,basic.common.toolbar.sysWorkbenchProjectTaskToolbar,sysWorkbenchProjectTaskListCommand,align|reviseIndex,left|2
sysWorkbenchOtherToolbar,其他,common.toolbar.sysInstanceMoreOperationToolbar,,,
sysInstanceRelatedSomeCADToolbar,CAD图档,basic.common.toolbar.sysInstanceRelatedSomeCADToolbar,sysAddItem3DCommand|sysAddItem2DCommand|sysAddItemECADCommand,align,right
sysInstanceRelatedCADToolbar,CAD图档,basic.common.toolbar.sysInstanceRelatedCADToolbar,sysCommonNewCommand|sysAddItemCADCommand|sysRelationDefaultOtherCommandToolBar,align|reviseIndex|showTitle,right|0|true
sysInstanceRelatedOptionToolBar,相关附件,common.toolbar.sysInstanceRelatedOptionToolBar,sysRemoveEnd2Command|sysCopyObjectCommand|sysRelatedItemsDonwloadCommand,,
sysInstanceRelatedItemsDefaultFloatToolbar,相关附件Batch操作,common.toolbar.sysInstanceRelatedBatchOptionToolBar,sysInstanceRelatedBatchDeleteCommand|sysBatchCopyObjectCommand,,
sysInstanceRelatedItemsUsedDefaultFloatToolbar,相关附件Batch操作,common.toolbar.sysInstanceRelatedBatchOptionToolBar,sysInstanceRelatedBatchDeleteCommand|sysBatchCopyObjectCommand,,
sysInstanceRelatedDrawToolbar,相关图档,basic.common.toolbar.sysInstanceRelatedDrawToolbar,sysCommonNewCommand|sysCommonAddCommand|sysRelationDefaultOtherCommandToolBar,align|reviseIndex|showTitle,right|0|true
sysInstanceRelatedItemsDefaultToolbar,相关软件,basic.common.toolbar.sysInstanceRelatedSoftWareToolbar,sysNewRelatedCommand|sysCommonAddCommand|sysRelationDefaultOtherCommandToolBar,align|reviseIndex,right|0
sysInstanceRelatedItemsUsedDefaultToolbar,相关软件,basic.common.toolbar.sysInstanceRelatedSoftWareToolbar,sysNewRelatedCommand|sysCommonAddCommand|sysRelationDefaultOtherCommandToolBar,align|reviseIndex,right|0
sysInstanceRelatedOptionOthersToolBar,更多操作,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,checkInCommand,,
workbenchApproveOptionToolBar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysApprovalAcceptCommand|sysApprovalRejectCommand,,
workbenchQuickCreateToolBar,快捷操作,basic.common.toolbar.workbenchQuickCreateToolBar,sysQuickCreateCommand,align|reviseIndex|showTitle,right|0|true
sysInstanceRelatedSoftWareOtherToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,checkOutCommand|sysCheckOutTransferCommand|sysModifyOwnerCommand|sysExportERPCommand_,masterStyle,link
workbenchMyTaskTableOptionToolBar,操作,basic.common.toolbar.workbenchMyTaskTableOptionToolBar,checkInCommand|workbenchCancelCheckOutCommand|sysCopyObjectCommand|sysMyCheckoutItemTableMoreToolbar,,
workbenchMyTaskTableOtherToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysCopyNewCommand,masterStyle,link
workbenchMyTaskTableFloatToolBar,操作,basic.common.toolbar.workbenchMyTaskTableFloatToolBar,sysfloatCheckInCommand|sysfloatCancelCheckOutCommand|sysBatchCopyObjectCommand,,
workbenchMyTaskToolBar,我的处理,workbench.command.sysMyPendingCommand,,showTitle,true
workbenchAssignTaskManagementToolBar,分派任务管理,workbench.command.sysAssignTaskManagementCommand,sysWorkbenchTaskListAssignCommand|sysAssignTaskManagementExportAllCommand,align|reviseIndex,left|2
workbenchAssignTaskManagementFloatToolBar,操作,workbench.command.workbenchAssignTaskManagementFloatToolBar,sysInstanceDetailObjectAssignLinkCommand|sysInstanceDetailObjectDeleteLinkCommand|sysInstanceDetailObjectStartLinkCommand|sysInstanceDetailObjectTransferLinkCommand|sysInstanceDetailObjectPauseLinkCommand|sysInstanceDetailObjectCancelLinkCommand|sysInstanceDetailObjectAuditLinkCommand|sysInstanceDetailObjectWithdrawLinkCommand,,
sysInstanceReferenceParentToolbar,直接父项,basic.common.toolbar.sysInstanceReferenceParentToolbar,,showTitle,true
sysInstanceReferenceProductToolbar,使用产品,basic.common.toolbar.sysInstanceReferenceProductToolbar,,showTitle,true
sysSpaceTableOptionToolBar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysPublicSpaceTeamCommand|sysPublicSpaceEditCommand|sysPublicSpaceDeleteCommand,,
sysCADNewMenu,页面左侧菜单(CAD),,libraryCAD|designCAD|globalSearchCAD,,
sysCADSpaceTableOptionToolBar,操作(CAD),basic.common.toolbar.ItemManagerTableOptionToolBar,sysProductDesignAsDefaultCommand|sysProductDesignCancelDefaultCommand,,
sysCADProductDesignOptionToolBar,操作(CAD),basic.common.toolbar.ItemManagerTableOptionToolBar,sysProductDesignAsDefaultCommand|sysProductDesignCancelDefaultCommand,,
sysCADProductDesignToolBar,产品设计(CAD),basic.common.toolbar.sysProductDesignToolBar,sysProductSearchText,,
sysCADSpaceTableToolBar,公共空间(CAD),basic.common.toolbar.sysSpaceTableToolBar,sysSpaceSearchText,,
sysCADPublicSpaceItemToolBar,公共空间库二级(CAD),publicspace.table.item.sysPublicSpaceItemToolBar,sysProductDetailSearchText|sysProductFilterPicCommand_,align|reviseIndex,left|2
sysCADProductDesignItemToolBar,产品设计文件夹库(CAD),publicspace.table.item.sysProductDesignItemToolBar,sysProductDetailSearchText|sysProductFilterPicCommand_,align|reviseIndex,left|2
sysCADProductDesignStoreFloatToolbar,产品设计库浮动(CAD),basic.common.toolbar.ProductDesignStoreFloatToolbar,sysCADBatchCheckOutCommand|sysCADBatchOpenCommand|sysCADBatchInsertCommand|sysCADBatchCancelCheckOutCommand,,
sysCADProductDesignStoreOptionToolBar,操作(CAD),basic.common.toolbar.ProductDesignStoreOptionToolBar,sysCADOpenCommand|sysCADOperationMoreToolbar,,
sysCADOperationMoreToolbar,更多(CAD),basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysCADCheckOutCommand|sysCADCancelCheckOutCommand|sysCADInsertCommand|sysCADAssociatedObjectCommand|sysCADDownloadCommand,masterStyle,link
sysProductDesignOptionToolBar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysProductDesignTeamCommand|sysProductDesignAsDefaultCommand|sysProductDesignCancelDefaultCommand|sysProductManagementCommand|sysProductDesignOptionMoreToolBar,,
sysProductDesignOptionMoreToolBar,产品设计操作列更多,common.toolbar.sysInstanceMoreOperationToolbar,sysProductDesignEditCommand|sysProductDesignDeleteCommand|sysSaveAsTemplateCommand,masterStyle,link
sysProductDesignToolBar,产品设计,basic.common.toolbar.sysProductDesignToolBar,sysNewProductLibraryCommand|sysProductSearchText|sysProductLibTemplateManageCommand|sysProductLibCommandTypeSpectrumCommand,align|reviseIndex,left|3
sysSpaceTableToolBar,公共空间,basic.common.toolbar.sysSpaceTableToolBar,sysNewRepositoryCommand|sysSpaceSearchText,,
sysPublicSpaceItemToolBar,公共空间库二级,publicspace.table.item.sysPublicSpaceItemToolBar,sysPublicSpaceItemNewToolbar|sysProductDetailSearchText,align|reviseIndex,left|3
sysPublicSpaceCopyToolBar,公共空间库,basic.common.toolbar.sysPublicSpaceToolBar,sysProductDetailSearchText|sysDefaultOtherCommandToolBar,align|reviseIndex,left|2
sysProductDesignStoreToolBar,产品设计库,basic.common.toolbar.sysProductDesignStoreToolBar,sysNewProductCommand|sysProductDetailSearchText,,
sysProductDesignItemToolBar,产品设计文件夹库,publicspace.table.item.sysProductDesignItemToolBar,sysProductDesignItemNewToolbar|sysProductDetailSearchText,align|reviseIndex,left|3
sysProductTemplateManageItemToolBar,产品设计模板管理item,publicspace.table.item.sysProductDesignItemToolBar,sysProductTemplateManageNewToolbar|sysProductDetailSearchText|,align|reviseIndex,left|3
sysPTManageFloatToolBar,产品设计模板管理浮动toolbar,publicspace.table.item.sysPTManageFloatToolBar,sysfloatDeleteCommand|sysPTManageEnableCommand|sysPTManageDisableCommand,,
sysDesignStoreOptionToolBar,操作,basic.common.toolbar.sysDesignStoreOptionToolBar,sysViewCommand|sysTaskManageCommand|sysAttentionCommand|sysCancelAttentionCommand|sysDesignStoreOtherToolBar,,
sysDesignStoreOtherToolBar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysCopyAndNewCommand_|sysMaintenanceProductCommand|sysProductModifyOwnerCommand|sysProductStoreDeleteCommand,masterStyle,link
sysMyCheckoutItemTableMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysCopyNewCommand|sysCheckOutTransferCommand|sysModifyOwnerCommand,masterStyle,link
sysRecentlyOpenedTableOptionToolBar,操作,basic.common.toolbar.sysRecentlyOpenedTableOptionToolBar,sysCopyObjectCommand,,
sysPublicSpaceStoreOptionToolBar,操作,basic.common.toolbar.sysPublicSpaceStoreOptionToolBar,sysProductDesignDetailEditCommand|sysCopyObjectCommand|sysPublicSpaceMoveCommand|sysPublicSpaceDeleteCommand,,
sysPublicSpaceItemNewToolbar,新建(公共空间),basic.common.toolbar.sysPublicSpaceNewToolbar,sysPublicSpaceNewFolderCommand|sysPublicSpaceNewPartCommand|sysPublicSpaceNewDocCommand|sysPublicSpaceNewDrawCommand|sysPublicSpaceNewOthersCommand,masterStyle,primary
sysProductDesignItemNewToolbar,新建（产品设计）,basic.common.toolbar.sysPublicSpaceNewToolbar,sysPublicSpaceNewFolderCommand|sysProductDesignNewPartCommand|sysPublicSpaceNewDocCommand|sysPublicSpaceNewDrawCommand|sysPublicSpaceNewECCommand|sysPublicSpaceNewOthersCommand,masterStyle,primary
sysProductTemplateManageNewToolbar,新建（模板管理）,basic.common.toolbar.sysPublicSpaceNewToolbar,sysPublicSpaceNewFolderCommand,masterStyle,primary
sysSpaceMenuOptionToolBar,公共空间menu,,sysPublicSpaceNewFolderCommand|sysPublicSpaceDeleteFolderCommand,nzIcon,plus
sysSpaceMenuToolBar,公共空间menu,,sysSpaceMenuOptionToolBar,,
sysBaseMenuOptionToolBar,,sysBaseMenuNewFolderCommand,,,
sysBaseMenuToolBar,公共空间menu,,sysBaseMenuNewFolderCommand,,
sysMaintainProductStructureOptionToolbar,维护产品结构,basic.common.toolbar.sysMaintainProductStructureOptionToolbar,sysMaintenanceProductEditCommand|sysMaintenanceProductEditCompletedCommand|sysMaintenanceProductDeleteCommand|sysMaintenanceProductCreateTaskCommand,,
sysMaintainProductStructureOptionFloatToolbar,维护产品结构(浮动),basic.common.toolbar.sysMaintainProductStructureOptionToolbar,sysBatchRemoveEnd2Command|sysMaintenanceProductCreateBatchTaskCommand,,
sysMaintainProductStructureToolbar,维护产品结构,basic.common.toolbar.sysMaintainProductStructureToolbar,sysSynchronizeFolderStructureCreationCommand,,
sysTaskManagementToolbar,任务管理,basic.common.toolbar.sysTaskManagementToolbar,sysNewTaskCommand,,
sysWizardNewTaskToolbar,新建任务向导页,,sysNewTaskBaseInfoCommand|sysWizardNewTaskDeliverablesCommand,,
sysWizardNewTaskEditToolbar,新建任务向导页,,sysNewTaskBaseInfoEditCommand|sysWizardNewTaskDeliverablesCommand,,
sysWizardNewTaskFooterToolbar,新建任务向导页底部,,sysTaskPreviousPageCommand|sysTaskNextPageCommand|sysTaskWizardConfirmCommand|sysTaskWizardAssignCommand,align|reviseIndex,right|0
sysNewTaskAddDeliverablesToolbar,新增交付物,新增交付物,sysNewTaskAddDeliverablesCommand,,
sysNewTaskInstanceAddDeliverablesToolbar,新增交付物,新增交付物,sysNewTaskInstanceAddDeliverablesCommand,,
sysNewTaskInstanceAddDeliverablesFloatToolbar,实例交付物悬停toolbar,交付物,sysAddDeliverablesBatchDeleteCommand,,
sysNewTaskAddDeliverablesFloatToolbar,实例交付物悬停toolbar,交付物,sysDeliverablesBatchDeleteCommand,,
sysNewTaskInstanceAdmeaFloatToolbar,新建子任务悬浮toolbar,交付物,sysNewTaskInstanceAdmeaBatchDeleteCommand,,
sysProcessTaskDeliverablesToolbar,工艺任务新增交付物,工艺任务新增交付物,sysProcessTaskAddDeliverablesCommand|sysProcessTaskNewDeliverablesCommand,,
sysAddDeliverablesDeleteToolbar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysAddDeliverablesDeleteSessionCommand,,
sysInstanceSubtasksToolbar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysInstanceDetailObjectTransferLinkCommand|sysInstanceDetailObjectAssignLinkCommand|sysInstanceDetailObjectCancelLinkCommand|sysInstanceDetailObjectDeleteLinkCommand,,
sysTaskManagementOptionToolbar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,assignCommand|transferCommand|sysInstanceDetailObjectPauseLinkCommand|sysInstanceDetailObjectCancelLinkCommand|taskDeleteCommand,,
sysNewAssignmentTaskToolbar,新建指派任务,productdesign.toolbar.sysNewAssignmentTaskToolbar,singleTaskCommand|batchAssignmentCommand,,
CancelAttentionToolBar,取消关注,basic.common.toolbar.CancelAttentionToolBar,cancelAttentionCommand,,
DeleteToolbar,,basic.common.toolbar.DeleteToolbar,sysfloatDeleteCommand,,
sysProductDesignStoreFloatToolbar,产品设计库浮动,basic.common.toolbar.ProductDesignStoreFloatToolbar,sysfloatCheckInCommand|sysfloatCheckOutCommand|sysBatchDonwloadCommand|sysBatchCopyFolderCommand|sysfloatCancelCheckOutCommand|sysfloatCheckOutTransferCommand|sysfloatDeleteCommand|sysBatchCopyObjectCommand_|sysfloatMoveCommand|ItemManagerTableFloatOptionOthersToolBar_|sysERPBatchOptionCommand|sysGlobalSearchBatchModifyOwnerCommand,,
sysWorkbenchTodoOptionToolbar,操作,basic.common.toolbar.sysWorkbenchTodoOptionToolbar,sysInstanceDetailObjectStartLinkCommand|sysInstanceDetailObjectUpdateLinkCommand|sysInstanceDetailObjectPauseLinkCommand|sysInstanceDetailObjectSubmitLinkCommand|sysInstanceDetailObjectAdmeaLinkCommand|sysInstanceDetailObjectWithdrawLinkCommand,,
sysWorkbenchProcessTaskOptionToolbar,操作,basic.common.toolbar.sysWorkbenchTodoOptionToolbar,sysInstanceDetailObjectStartLinkCommand|sysInstanceDetailObjectUpdateLinkCommand|sysInstanceDetailObjectPauseLinkCommand|sysInstanceDetailProcessObjectCompleteLinkCommand|sysInstanceDetailObjectWithdrawLinkCommand,,
sysNoticeOptionCheckedToolbar,关注选中,basic.common.toolbar.sysNoticeOptionCheckedToolbar,sysNoticeCheckedCommand,,
sysNoticeToolbar,系统通知,basic.common.toolbar.sysNoticeOptionCheckedToolbar,sysNoticeCommand|noticeSearchCommand|selectAllCommand|sysNoticeMoreCommand|sortCommand,align|reviseIndex,right|2
sysNoticeFloatToolbar,系统通知浮动,basic.common.toolbar.sysNoticeFloatToolbar,sysSetAsReadCommand|sysSetAsUnreadCommand|sysNoticeDeleteCommand|sysCancelCommand,,
sysSceneEntryToolbar,场景入口,basic.common.toolbar.sysSceneEntryToolbar,sysManageCommand,align|reviseIndex|showTitle,right|0|true
sysNoticeMoreToolbar_,更多,,selectAllCommand|showAllCommand|showReadCommand|showUnReadCommand,nzIcon,ellipsis
noticeSearchToolbar,搜索,,noticeSearchCommand,nzIcon,search
sysProductDesignPartOptionToolBar,操作,basic.common.toolbar.sysProductDesignPartOptionToolBar,previewCommand|checkOutCommand|sysTempDeleteCommand|sysDesignStoreOtherToolBar,,
sysProductDesignStoreOptionToolBar,操作,basic.common.toolbar.ProductDesignStoreOptionToolBar,sysTempDeleteCommand|sysCopyObjectCommand|sysPublicSpaceMoveCommand|ItemManagerTableOptionOthersToolBar,,
sysPTManageOptionToolBar,产品库模板（三）操作,basic.common.toolbar.ProductDesignStoreOptionToolBar,sysTempDeleteCommand|sysModifyFolderCommand,,
sysTeamToolbar,团队,basic.common.toolbar.sysTeamToolbar,sysNewRoleCommand|sysRoleSearchText|sysTeamMoreToolbar,align|reviseIndex,right|3
sysTeamOptionToolbar,操作,basic.common.toolbar.sysTeamOptionToolbar,sysTeamDeleteCommand|sysTeamAuthorityCommand|sysTeamOptionMoreToolbar,,
sysTeamOptionMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,|sysEditRoleCommand|sysCheckInCommand|sysCheckOutCommand,masterStyle,link
sysTeamMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysCopyTeamCommand|sysPasteTeamCommand|sysAuthorityCommand,,
sysDemandToolbar,需求管理,basic.common.toolbar.sysDemandToolbar,sysDemandNewCommand|sysDemandSearchText|sysDemandManagementOtherToolbar,align|reviseIndex,right|2
sysDemandOptionToolbar,操作,basic.common.toolbar.sysDemandToolbar,sysDemandApprovalProjectCommand|sysDemandCompleteCommand|sysDemandDiscontinueCommand,,
sysCreateWorkflowToolbar,创建工作流,basic.common.toolbar.sysCreateWorkflowToolbar,sysApproveSubmitCommand|sysApproveDeleteCommand,,
sysApproveToolbar,审批,basic.common.toolbar.sysApproveToolbar,sysApproveSubmitCommand|sysApproveDeleteCommand|sysAgreeCommand|sysRejectCommand|sysApproveCancelCommand|sysAddApproveActivityCommand|sysApproveTransferCommand_,,
sysOpenProcessDetailToolbar,流程详情,basic.common.toolbar.sysApproveToolbar,sysProcessDetailCreateCommand|sysProcessDetailCommand,,
sysApproveOptionToolbar,操作,basic.common.toolbar.sysApproveOptionToolbar,sysApproveObjectDeleteCommand|sysyApproveCheckInCommand|sysModelViewStructureCommand|sysBOMViewStructureCommand,,
sysApproveObjectToolbar,审批对象,basic.common.toolbar.sysApproveObjectToolbar,sysWorkflowAddCommand|sysRelatedApprovalAnalysisCommand|sysWorkflowPasteCommand|sysDrawApproveCommand|sysDrawDownloadAllCommand|sysRefreshInvalidAnnexCommand|sysWorkflowExportCommand,align|reviseIndex,right|7
sysApproveObjectOptionToolbar,操作,basic.common.toolbar.sysApproveObjectOptionToolbar,sysApproveObjectDeleteCommand|sysRelatedApprovalAnalysisCommand_|sysyApproveCheckInCommand|sysRefreshCommand|sysWorkflowAnnotationCommand_,,
sysRelationshipViewOptionToolbar,操作,,sysApproveObjectDeleteCommand|sysRefreshCommand|sysWorkflowAnnotationCommand_,,
sysDrawApproveAnnotationFooterToolbar,批注详底部toolbar,,sysDrawApproveAnnotationJumpToNextOneCommand|sysDrawApproveAnnotationCancelCommand|sysDrawApproveAnnotationSubmitCommand,,
sysDesignReviewToolbar,设计评审,basic.common.toolbar.sysDesignReviewToolbar,sysReviewAddCommand|sysReviewTaskImportCommand|sysReviewRelatedCommand|sysReviewRelatedDrawCommand|sysReviewPasteCommand,,
sysDesignReviewOptionToolbar,操作,basic.common.toolbar.sysDesignReviewOptionToolbar,sysViewStructureCommand|sysReviewCommand,,
searchToolbar,搜索框,basic.common.toolbar.searchToolbar,searchText,,
BOMSearchToolbar,搜索框,basic.common.toolbar.searchToolbar,sysProductDetailSearchText,,
sysAddChildNodeSearchToolbar,搜索,basic.common.toolbar.searchToolbar,searchText|sysAddChildNodeGlobalSearchCommand,align|reviseIndex,left|2
sysWorkflowSearchToolbar,搜索框,basic.common.toolbar.searchToolbar,searchText|sysWorkflowSearchCommand,align|reviseIndex,left|2
searchTextToolbar,搜索框,basic.common.toolbar.searchToolbar,sysNewPartCommand|searchText,,
sysDemandManagementOptionToolbar,操作,basic.common.toolbar.sysDemandManagementOptionToolbar,sysDemandCheckoutCommand|sysDemandDeleteCommand|sysDemandCopyCommand|sysDemandSaveAsCommand|sysDemandManagementMoreToolbar,,
sysDemandManagementMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysDemandCheckoutCommand,masterStyle,link
sysDemandManagementOtherToolbar,其他,common.toolbar.sysInstanceMoreOperationToolbar,sysDemandCheckoutCommand,nzIcon,unordered-list
sysDemandItemOptionToolBar,操作,basic.common.toolbar.sysDemandItemOptionToolBar,sysDemandItemEditCommand|sysDemandItemExecuteCommand|sysDemandItemRemoveCommand|sysDemandItemDeleteCommand|sysDemandItemOptionMoreToolbar,,
sysDemandItemOptionMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysDemandCheckoutCommand,masterStyle,link
sysDemandItemToolbar,需求条目,basic.common.toolbar.sysDemandItemToolbar,sysDemandItemAddCommand|sysDemandSearchText||sysDemandItemOtherToolbar,align|reviseIndex,right|3
sysDemandItemOtherToolbar,其他,common.toolbar.sysInstanceMoreOperationToolbar,sysDemandCheckoutCommand,nzIcon,unordered-list
sysTestCaseOptionToolbar,操作,basic.common.toolbar.sysTestCaseOptionToolbar,sysTestCaseEditCommand|sysTestCaseExecuteCommand|sysTestCaseOptionMoreToolbar,,
sysTestCaseOptionMoreToolbar,更多,basic.common.toolbar.ItemManagerTableOptionOthersToolBar,sysDemandCheckoutCommand,masterStyle,link
sysTestCaseToolbar,测试用例,basic.common.toolbar.sysTestCaseToolbar,sysTestEditCommand|sysTestReviewCommand,,
sysSetParticipantsToolbar,设置参与人员,basic.common.toolbar.sysSetParticipantsToolbar,sysSelectTemplateCommand|sysNewTemplateCommand|sysDeleteTemplateCommand,,
sysProcessTableToolbar,工艺流程组成,basic.common.toolbar.sysProcessTableToolbar,sysNewProcessCommand,,
sysProcessTableOptionToolbar,工艺流程组成,basic.common.toolbar.sysProcessTableToolbar,sysremoveCommand,,
